;Scopy version,dda5ec6
;Exported on,dinsdag januari 25/01/2022
;Device,M2K
;Nr of samples,8000
;Sample rate,1e+08
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V)
2412,-1.588e-05,-2.52688,-2.49365
2413,-1.587e-05,-2.55593,-2.49365
2414,-1.586e-05,-2.54141,-2.4646
2415,-1.585e-05,-2.54141,-2.49365
2416,-1.584e-05,-2.52688,-2.4646
2417,-1.583e-05,-2.54141,-2.49365
2418,-1.582e-05,-2.55593,-2.47913
2419,-1.581e-05,-2.55593,-2.47913
2420,-1.58e-05,-2.55593,-2.49365
2421,-1.579e-05,-2.54141,-2.49365
2422,-1.578e-05,-2.55593,-2.47913
2423,-1.577e-05,-2.55593,-2.47913
2424,-1.576e-05,-2.54141,-2.49365
2425,-1.575e-05,-2.55593,-2.50818
2426,-1.574e-05,-2.55593,-2.47913
2427,-1.573e-05,-2.52688,-2.4646
2428,-1.572e-05,-2.54141,-2.43555
2429,-1.571e-05,-2.57046,-2.49365
2430,-1.57e-05,-2.57046,-2.49365
2431,-1.569e-05,-2.52688,-2.49365
2432,-1.568e-05,-2.54141,-2.47913
2433,-1.567e-05,-2.52688,-2.49365
2434,-1.566e-05,-2.54141,-2.49365
2435,-1.565e-05,-2.54141,-2.49365
2436,-1.564e-05,-2.52688,-2.47913
2437,-1.563e-05,-2.55593,-2.47913
2438,-1.562e-05,-2.54141,-2.47913
2439,-1.561e-05,-2.57046,-2.49365
2440,-1.56e-05,-2.57046,-2.47913
2441,-1.559e-05,-2.52688,-2.47913
2442,-1.558e-05,-2.54141,-2.47913
2443,-1.557e-05,-2.57046,-2.49365
2444,-1.556e-05,-2.57046,-2.47913
2445,-1.555e-05,-2.52688,-2.43555
2446,-1.554e-05,-2.54141,-2.47913
2447,-1.553e-05,-2.52688,-2.47913
2448,-1.552e-05,-2.52688,-2.4646
2449,-1.551e-05,-2.54141,-2.50818
2450,-1.55e-05,-2.54141,-2.47913
2451,-1.549e-05,-2.52688,-2.49365
2452,-1.548e-05,-2.52688,-2.47913
2453,-1.547e-05,-2.54141,-2.49365
2454,-1.546e-05,-2.54141,-2.49365
2455,-1.545e-05,-2.52688,-2.49365
2456,-1.544e-05,-2.51236,-2.49365
2457,-1.543e-05,-2.51236,-2.5227
2458,-1.542e-05,-2.52688,-2.50818
2459,-1.541e-05,-2.54141,-2.50818
2460,-1.54e-05,-2.55593,-2.47913
2461,-1.539e-05,-2.57046,-2.47913
2462,-1.538e-05,-2.55593,-2.47913
2463,-1.537e-05,-2.55593,-2.49365
2464,-1.536e-05,-2.54141,-2.49365
2465,-1.535e-05,-2.51236,-2.50818
2466,-1.534e-05,-2.51236,-2.4646
2467,-1.533e-05,-2.54141,-2.49365
2468,-1.532e-05,-2.55593,-2.47913
2469,-1.531e-05,-2.54141,-2.47913
2470,-1.53e-05,-2.55593,-2.49365
2471,-1.529e-05,-2.54141,-2.49365
2472,-1.528e-05,-2.54141,-2.47913
2473,-1.527e-05,-2.55593,-2.47913
2474,-1.526e-05,-2.55593,-2.49365
2475,-1.525e-05,-2.52688,-2.49365
2476,-1.524e-05,-2.55593,-2.50818
2477,-1.523e-05,-2.54141,-2.50818
2478,-1.522e-05,-2.54141,-2.49365
2479,-1.521e-05,-2.51236,-2.49365
2480,-1.52e-05,-2.52688,-2.49365
2481,-1.519e-05,-2.54141,-2.50818
2482,-1.518e-05,-2.55593,-2.49365
2483,-1.517e-05,-2.52688,-2.49365
2484,-1.516e-05,-2.54141,-2.4646
2485,-1.515e-05,-2.55593,-2.49365
2486,-1.514e-05,-2.54141,-2.49365
2487,-1.513e-05,-2.54141,-2.49365
2488,-1.512e-05,-2.52688,-2.47913
2489,-1.511e-05,-2.52688,-2.49365
2490,-1.51e-05,-2.54141,-2.4646
2491,-1.509e-05,-2.54141,-2.47913
2492,-1.508e-05,-2.55593,-2.47913
2493,-1.507e-05,-2.54141,-2.49365
2494,-1.506e-05,-2.55593,-2.4646
2495,-1.505e-05,-2.55593,-2.47913
2496,-1.504e-05,-2.54141,-2.47913
2497,-1.503e-05,-2.51236,-2.47913
2498,-1.502e-05,-2.54141,-2.49365
2499,-1.501e-05,-2.54141,-2.49365
2500,-1.5e-05,-2.54141,-2.47913
2501,-1.499e-05,-2.54141,-2.49365
2502,-1.498e-05,-2.54141,-2.47913
2503,-1.497e-05,-2.54141,-2.49365
2504,-1.496e-05,-2.54141,-2.50818
2505,-1.495e-05,-2.54141,-2.50818
2506,-1.494e-05,-2.57046,-2.47913
2507,-1.493e-05,-2.52688,-2.47913
2508,-1.492e-05,-2.52688,-2.47913
2509,-1.491e-05,-2.54141,-2.49365
2510,-1.49e-05,-2.52688,-2.47913
2511,-1.489e-05,-2.54141,-2.49365
2512,-1.488e-05,-2.54141,-2.47913
2513,-1.487e-05,-2.52688,-2.50818
2514,-1.486e-05,-2.54141,-2.47913
2515,-1.485e-05,-2.57046,-2.47913
2516,-1.484e-05,-2.52688,-2.49365
2517,-1.483e-05,-2.55593,-2.47913
2518,-1.482e-05,-2.54141,-2.4646
2519,-1.481e-05,-2.54141,-2.49365
2520,-1.48e-05,-2.57046,-2.47913
2521,-1.479e-05,-2.54141,-2.47913
2522,-1.478e-05,-2.54141,-2.49365
2523,-1.477e-05,-2.52688,-2.49365
2524,-1.476e-05,-2.54141,-2.50818
2525,-1.475e-05,-2.52688,-2.47913
2526,-1.474e-05,-2.57046,-2.4646
2527,-1.473e-05,-2.54141,-2.47913
2528,-1.472e-05,-2.54141,-2.49365
2529,-1.471e-05,-2.52688,-2.50818
2530,-1.47e-05,-2.54141,-2.47913
2531,-1.469e-05,-2.54141,-2.49365
2532,-1.468e-05,-2.54141,-2.47913
2533,-1.467e-05,-2.55593,-2.47913
2534,-1.466e-05,-2.55593,-2.4646
2535,-1.465e-05,-2.57046,-2.49365
2536,-1.464e-05,-2.54141,-2.47913
2537,-1.463e-05,-2.52688,-2.49365
2538,-1.462e-05,-2.55593,-2.47913
2539,-1.461e-05,-2.57046,-2.49365
2540,-1.46e-05,-2.52688,-2.43555
2541,-1.459e-05,-2.55593,-2.47913
2542,-1.458e-05,-2.52688,-2.47913
2543,-1.457e-05,-2.52688,-2.47913
2544,-1.456e-05,-2.54141,-2.47913
2545,-1.455e-05,-2.52688,-2.47913
2546,-1.454e-05,-2.52688,-2.49365
2547,-1.453e-05,-2.55593,-2.47913
2548,-1.452e-05,-2.54141,-2.49365
2549,-1.451e-05,-2.57046,-2.47913
2550,-1.45e-05,-2.55593,-2.4646
2551,-1.449e-05,-2.54141,-2.4646
2552,-1.448e-05,-2.54141,-2.47913
2553,-1.447e-05,-2.55593,-2.47913
2554,-1.446e-05,-2.54141,-2.47913
2555,-1.445e-05,-2.55593,-2.47913
2556,-1.444e-05,-2.54141,-2.47913
2557,-1.443e-05,-2.55593,-2.49365
2558,-1.442e-05,-2.51236,-2.47913
2559,-1.441e-05,-2.52688,-2.49365
2560,-1.44e-05,-2.54141,-2.49365
2561,-1.439e-05,-2.51236,-2.49365
2562,-1.438e-05,-2.52688,-2.47913
2563,-1.437e-05,-2.54141,-2.49365
2564,-1.436e-05,-2.55593,-2.4646
2565,-1.435e-05,-2.52688,-2.50818
2566,-1.434e-05,-2.52688,-2.49365
2567,-1.433e-05,-2.55593,-2.49365
2568,-1.432e-05,-2.52688,-2.47913
2569,-1.431e-05,-2.51236,-2.47913
2570,-1.43e-05,-2.51236,-2.47913
2571,-1.429e-05,-2.54141,-2.49365
2572,-1.428e-05,-2.55593,-2.47913
2573,-1.427e-05,-2.57046,-2.47913
2574,-1.426e-05,-2.54141,-2.47913
2575,-1.425e-05,-2.55593,-2.49365
2576,-1.424e-05,-2.55593,-2.47913
2577,-1.423e-05,-2.54141,-2.47913
2578,-1.422e-05,-2.54141,-2.4646
2579,-1.421e-05,-2.55593,-2.49365
2580,-1.42e-05,-2.57046,-2.49365
2581,-1.419e-05,-2.54141,-2.50818
2582,-1.418e-05,-2.54141,-2.49365
2583,-1.417e-05,-2.57046,-2.49365
2584,-1.416e-05,-2.54141,-2.47913
2585,-1.415e-05,-2.52688,-2.47913
2586,-1.414e-05,-2.52688,-2.49365
2587,-1.413e-05,-2.54141,-2.49365
2588,-1.412e-05,-2.57046,-2.49365
2589,-1.411e-05,-2.54141,-2.47913
2590,-1.41e-05,-2.54141,-2.4646
2591,-1.409e-05,-2.52688,-2.49365
2592,-1.408e-05,-2.54141,-2.4646
2593,-1.407e-05,-2.54141,-2.49365
2594,-1.406e-05,-2.54141,-2.4646
2595,-1.405e-05,-2.57046,-2.47913
2596,-1.404e-05,-2.54141,-2.49365
2597,-1.403e-05,-2.54141,-2.49365
2598,-1.402e-05,-2.57046,-2.49365
2599,-1.401e-05,-2.55593,-2.49365
2600,-1.4e-05,-2.57046,-2.47913
2601,-1.399e-05,-2.54141,-2.49365
2602,-1.398e-05,-2.52688,-2.47913
2603,-1.397e-05,-2.52688,-2.49365
2604,-1.396e-05,-2.55593,-2.49365
2605,-1.395e-05,-2.54141,-2.47913
2606,-1.394e-05,-2.55593,-2.49365
2607,-1.393e-05,-2.54141,-2.47913
2608,-1.392e-05,-2.52688,-2.47913
2609,-1.391e-05,-2.55593,-2.49365
2610,-1.39e-05,-2.51236,-2.47913
2611,-1.389e-05,-2.55593,-2.50818
2612,-1.388e-05,-2.54141,-2.49365
2613,-1.387e-05,-2.51236,-2.49365
2614,-1.386e-05,-2.55593,-2.47913
2615,-1.385e-05,-2.51236,-2.49365
2616,-1.384e-05,-2.51236,-2.49365
2617,-1.383e-05,-2.54141,-2.49365
2618,-1.382e-05,-2.49783,-2.47913
2619,-1.381e-05,-2.52688,-2.47913
2620,-1.38e-05,-2.51236,-2.47913
2621,-1.379e-05,-2.54141,-2.49365
2622,-1.378e-05,-2.55593,-2.49365
2623,-1.377e-05,-2.55593,-2.50818
2624,-1.376e-05,-2.54141,-2.47913
2625,-1.375e-05,-2.55593,-2.50818
2626,-1.374e-05,-2.54141,-2.5227
2627,-1.373e-05,-2.51236,-2.49365
2628,-1.372e-05,-2.54141,-2.50818
2629,-1.371e-05,-2.55593,-2.47913
2630,-1.37e-05,-2.54141,-2.49365
2631,-1.369e-05,-2.55593,-2.47913
2632,-1.368e-05,-2.52688,-2.47913
2633,-1.367e-05,-2.54141,-2.47913
2634,-1.366e-05,-2.52688,-2.49365
2635,-1.365e-05,-2.52688,-2.47913
2636,-1.364e-05,-2.52688,-2.50818
2637,-1.363e-05,-2.54141,-2.50818
2638,-1.362e-05,-2.51236,-2.49365
2639,-1.361e-05,-2.55593,-2.47913
2640,-1.36e-05,-2.54141,-2.4646
2641,-1.359e-05,-2.55593,-2.47913
2642,-1.358e-05,-2.54141,-2.4646
2643,-1.357e-05,-2.54141,-2.49365
2644,-1.356e-05,-2.52688,-2.4646
2645,-1.355e-05,-2.52688,-2.50818
2646,-1.354e-05,-2.54141,-2.49365
2647,-1.353e-05,-2.54141,-2.47913
2648,-1.352e-05,-2.54141,-2.47913
2649,-1.351e-05,-2.51236,-2.49365
2650,-1.35e-05,-2.52688,-2.49365
2651,-1.349e-05,-2.54141,-2.47913
2652,-1.348e-05,-2.52688,-2.47913
2653,-1.347e-05,-2.52688,-2.4646
2654,-1.346e-05,-2.55593,-2.49365
2655,-1.345e-05,-2.54141,-2.50818
2656,-1.344e-05,-2.55593,-2.49365
2657,-1.343e-05,-2.54141,-2.49365
2658,-1.342e-05,-2.51236,-2.47913
2659,-1.341e-05,-2.54141,-2.49365
2660,-1.34e-05,-2.54141,-2.49365
2661,-1.339e-05,-2.54141,-2.50818
2662,-1.338e-05,-2.57046,-2.49365
2663,-1.337e-05,-2.55593,-2.50818
2664,-1.336e-05,-2.57046,-2.47913
2665,-1.335e-05,-2.51236,-2.49365
2666,-1.334e-05,-2.54141,-2.50818
2667,-1.333e-05,-2.55593,-2.50818
2668,-1.332e-05,-2.52688,-2.50818
2669,-1.331e-05,-2.54141,-2.47913
2670,-1.33e-05,-2.54141,-2.50818
2671,-1.329e-05,-2.51236,-2.47913
2672,-1.328e-05,-2.54141,-2.47913
2673,-1.327e-05,-2.57046,-2.5227
2674,-1.326e-05,-2.57046,-2.47913
2675,-1.325e-05,-2.57046,-2.49365
2676,-1.324e-05,-2.57046,-2.49365
2677,-1.323e-05,-2.59951,-2.49365
2678,-1.322e-05,-2.55593,-2.47913
2679,-1.321e-05,-2.55593,-2.49365
2680,-1.32e-05,-2.57046,-2.5227
2681,-1.319e-05,-2.55593,-2.5227
2682,-1.318e-05,-2.52688,-2.50818
2683,-1.317e-05,-2.54141,-2.47913
2684,-1.316e-05,-2.52688,-2.49365
2685,-1.315e-05,-2.54141,-2.49365
2686,-1.314e-05,-2.52688,-2.47913
2687,-1.313e-05,-2.52688,-2.49365
2688,-1.312e-05,-2.54141,-2.47913
2689,-1.311e-05,-2.54141,-2.47913
2690,-1.31e-05,-2.52688,-2.47913
2691,-1.309e-05,-2.52688,-2.50818
2692,-1.308e-05,-2.54141,-2.47913
2693,-1.307e-05,-2.54141,-2.49365
2694,-1.306e-05,-2.52688,-2.49365
2695,-1.305e-05,-2.57046,-2.49365
2696,-1.304e-05,-2.52688,-2.47913
2697,-1.303e-05,-2.55593,-2.49365
2698,-1.302e-05,-2.52688,-2.49365
2699,-1.301e-05,-2.55593,-2.47913
2700,-1.3e-05,-2.54141,-2.4646
2701,-1.299e-05,-2.54141,-2.49365
2702,-1.298e-05,-2.55593,-2.47913
2703,-1.297e-05,-2.52688,-2.5227
2704,-1.296e-05,-2.55593,-2.50818
2705,-1.295e-05,-2.55593,-2.50818
2706,-1.294e-05,-2.54141,-2.49365
2707,-1.293e-05,-2.54141,-2.49365
2708,-1.292e-05,-2.54141,-2.49365
2709,-1.291e-05,-2.52688,-2.4646
2710,-1.29e-05,-2.54141,-2.47913
2711,-1.289e-05,-2.54141,-2.47913
2712,-1.288e-05,-2.54141,-2.47913
2713,-1.287e-05,-2.52688,-2.50818
2714,-1.286e-05,-2.52688,-2.47913
2715,-1.285e-05,-2.52688,-2.5227
2716,-1.284e-05,-2.55593,-2.47913
2717,-1.283e-05,-2.54141,-2.47913
2718,-1.282e-05,-2.55593,-2.49365
2719,-1.281e-05,-2.52688,-2.50818
2720,-1.28e-05,-2.54141,-2.47913
2721,-1.279e-05,-2.52688,-2.49365
2722,-1.278e-05,-2.52688,-2.49365
2723,-1.277e-05,-2.52688,-2.50818
2724,-1.276e-05,-2.55593,-2.47913
2725,-1.275e-05,-2.55593,-2.4646
2726,-1.274e-05,-2.52688,-2.49365
2727,-1.273e-05,-2.52688,-2.50818
2728,-1.272e-05,-2.52688,-2.49365
2729,-1.271e-05,-2.54141,-2.50818
2730,-1.27e-05,-2.51236,-2.47913
2731,-1.269e-05,-2.52688,-2.49365
2732,-1.268e-05,-2.51236,-2.47913
2733,-1.267e-05,-2.52688,-2.50818
2734,-1.266e-05,-2.55593,-2.50818
2735,-1.265e-05,-2.55593,-2.47913
2736,-1.264e-05,-2.54141,-2.47913
2737,-1.263e-05,-2.57046,-2.47913
2738,-1.262e-05,-2.52688,-2.47913
2739,-1.261e-05,-2.54141,-2.50818
2740,-1.26e-05,-2.54141,-2.50818
2741,-1.259e-05,-2.54141,-2.50818
2742,-1.258e-05,-2.54141,-2.50818
2743,-1.257e-05,-2.54141,-2.5227
2744,-1.256e-05,-2.52688,-2.50818
2745,-1.255e-05,-2.54141,-2.50818
2746,-1.254e-05,-2.54141,-2.49365
2747,-1.253e-05,-2.55593,-2.47913
2748,-1.252e-05,-2.52688,-2.49365
2749,-1.251e-05,-2.51236,-2.50818
2750,-1.25e-05,-2.52688,-2.49365
2751,-1.249e-05,-2.51236,-2.49365
2752,-1.248e-05,-2.52688,-2.50818
2753,-1.247e-05,-2.57046,-2.50818
2754,-1.246e-05,-2.55593,-2.49365
2755,-1.245e-05,-2.51236,-2.50818
2756,-1.244e-05,-2.52688,-2.49365
2757,-1.243e-05,-2.51236,-2.50818
2758,-1.242e-05,-2.57046,-2.47913
2759,-1.241e-05,-2.54141,-2.50818
2760,-1.24e-05,-2.54141,-2.50818
2761,-1.239e-05,-2.55593,-2.49365
2762,-1.238e-05,-2.52688,-2.49365
2763,-1.237e-05,-2.54141,-2.49365
2764,-1.236e-05,-2.55593,-2.50818
2765,-1.235e-05,-2.55593,-2.47913
2766,-1.234e-05,-2.54141,-2.49365
2767,-1.233e-05,-2.54141,-2.47913
2768,-1.232e-05,-2.49783,-2.5227
2769,-1.231e-05,-2.51236,-2.47913
2770,-1.23e-05,-2.54141,-2.49365
2771,-1.229e-05,-2.52688,-2.49365
2772,-1.228e-05,-2.55593,-2.49365
2773,-1.227e-05,-2.55593,-2.50818
2774,-1.226e-05,-2.55593,-2.49365
2775,-1.225e-05,-2.54141,-2.50818
2776,-1.224e-05,-2.55593,-2.49365
2777,-1.223e-05,-2.51236,-2.49365
2778,-1.222e-05,-2.52688,-2.49365
2779,-1.221e-05,-2.51236,-2.50818
2780,-1.22e-05,-2.54141,-2.49365
2781,-1.219e-05,-2.54141,-2.50818
2782,-1.218e-05,-2.54141,-2.49365
2783,-1.217e-05,-2.54141,-2.49365
2784,-1.216e-05,-2.52688,-2.49365
2785,-1.215e-05,-2.57046,-2.49365
2786,-1.214e-05,-2.51236,-2.50818
2787,-1.213e-05,-2.55593,-2.49365
2788,-1.212e-05,-2.52688,-2.47913
2789,-1.211e-05,-2.52688,-2.49365
2790,-1.21e-05,-2.52688,-2.49365
2791,-1.209e-05,-2.51236,-2.47913
2792,-1.208e-05,-2.54141,-2.49365
2793,-1.207e-05,-2.54141,-2.49365
2794,-1.206e-05,-2.54141,-2.47913
2795,-1.205e-05,-2.54141,-2.4646
2796,-1.204e-05,-2.51236,-2.49365
2797,-1.203e-05,-2.54141,-2.49365
2798,-1.202e-05,-2.54141,-2.4646
2799,-1.201e-05,-2.52688,-2.47913
2800,-1.2e-05,-2.51236,-2.47913
2801,-1.199e-05,-2.54141,-2.50818
2802,-1.198e-05,-2.51236,-2.47913
2803,-1.197e-05,-2.57046,-2.50818
2804,-1.196e-05,-2.54141,-2.50818
2805,-1.195e-05,-2.52688,-2.50818
2806,-1.194e-05,-2.55593,-2.49365
2807,-1.193e-05,-2.55593,-2.50818
2808,-1.192e-05,-2.52688,-2.50818
2809,-1.191e-05,-2.54141,-2.49365
2810,-1.19e-05,-2.49783,-2.50818
2811,-1.189e-05,-2.55593,-2.49365
2812,-1.188e-05,-2.54141,-2.49365
2813,-1.187e-05,-2.55593,-2.49365
2814,-1.186e-05,-2.57046,-2.50818
2815,-1.185e-05,-2.57046,-2.47913
2816,-1.184e-05,-2.54141,-2.49365
2817,-1.183e-05,-2.52688,-2.49365
2818,-1.182e-05,-2.54141,-2.47913
2819,-1.181e-05,-2.54141,-2.47913
2820,-1.18e-05,-2.55593,-2.49365
2821,-1.179e-05,-2.52688,-2.49365
2822,-1.178e-05,-2.54141,-2.47913
2823,-1.177e-05,-2.52688,-2.49365
2824,-1.176e-05,-2.54141,-2.49365
2825,-1.175e-05,-2.54141,-2.50818
2826,-1.174e-05,-2.52688,-2.49365
2827,-1.173e-05,-2.52688,-2.50818
2828,-1.172e-05,-2.55593,-2.47913
2829,-1.171e-05,-2.51236,-2.49365
2830,-1.17e-05,-2.54141,-2.49365
2831,-1.169e-05,-2.52688,-2.47913
2832,-1.168e-05,-2.52688,-2.47913
2833,-1.167e-05,-2.52688,-2.50818
2834,-1.166e-05,-2.55593,-2.49365
2835,-1.165e-05,-2.54141,-2.49365
2836,-1.164e-05,-2.55593,-2.49365
2837,-1.163e-05,-2.54141,-2.50818
2838,-1.162e-05,-2.52688,-2.49365
2839,-1.161e-05,-2.55593,-2.49365
2840,-1.16e-05,-2.55593,-2.47913
2841,-1.159e-05,-2.55593,-2.47913
2842,-1.158e-05,-2.52688,-2.47913
2843,-1.157e-05,-2.54141,-2.47913
2844,-1.156e-05,-2.51236,-2.47913
2845,-1.155e-05,-2.54141,-2.49365
2846,-1.154e-05,-2.54141,-2.47913
2847,-1.153e-05,-2.55593,-2.50818
2848,-1.152e-05,-2.52688,-2.49365
2849,-1.151e-05,-2.58498,-2.50818
2850,-1.15e-05,-2.55593,-2.49365
2851,-1.149e-05,-2.55593,-2.47913
2852,-1.148e-05,-2.52688,-2.4646
2853,-1.147e-05,-2.55593,-2.50818
2854,-1.146e-05,-2.55593,-2.49365
2855,-1.145e-05,-2.57046,-2.49365
2856,-1.144e-05,-2.52688,-2.47913
2857,-1.143e-05,-2.55593,-2.50818
2858,-1.142e-05,-2.52688,-2.49365
2859,-1.141e-05,-2.54141,-2.49365
2860,-1.14e-05,-2.55593,-2.4646
2861,-1.139e-05,-2.54141,-2.49365
2862,-1.138e-05,-2.54141,-2.47913
2863,-1.137e-05,-2.55593,-2.49365
2864,-1.136e-05,-2.58498,-2.50818
2865,-1.135e-05,-2.57046,-2.49365
2866,-1.134e-05,-2.55593,-2.49365
2867,-1.133e-05,-2.52688,-2.50818
2868,-1.132e-05,-2.55593,-2.47913
2869,-1.131e-05,-2.57046,-2.47913
2870,-1.13e-05,-2.55593,-2.47913
2871,-1.129e-05,-2.55593,-2.4646
2872,-1.128e-05,-2.52688,-2.47913
2873,-1.127e-05,-2.54141,-2.49365
2874,-1.126e-05,-2.52688,-2.4646
2875,-1.125e-05,-2.57046,-2.49365
2876,-1.124e-05,-2.54141,-2.47913
2877,-1.123e-05,-2.55593,-2.49365
2878,-1.122e-05,-2.54141,-2.47913
2879,-1.121e-05,-2.54141,-2.49365
2880,-1.12e-05,-2.54141,-2.50818
2881,-1.119e-05,-2.58498,-2.49365
2882,-1.118e-05,-2.55593,-2.50818
2883,-1.117e-05,-2.57046,-2.49365
2884,-1.116e-05,-2.55593,-2.47913
2885,-1.115e-05,-2.57046,-2.47913
2886,-1.114e-05,-2.52688,-2.47913
2887,-1.113e-05,-2.55593,-2.49365
2888,-1.112e-05,-2.52688,-2.47913
2889,-1.111e-05,-2.55593,-2.49365
2890,-1.11e-05,-2.54141,-2.4646
2891,-1.109e-05,-2.54141,-2.49365
2892,-1.108e-05,-2.54141,-2.47913
2893,-1.107e-05,-2.54141,-2.47913
2894,-1.106e-05,-2.57046,-2.4646
2895,-1.105e-05,-2.55593,-2.50818
2896,-1.104e-05,-2.57046,-2.49365
2897,-1.103e-05,-2.52688,-2.49365
2898,-1.102e-05,-2.54141,-2.47913
2899,-1.101e-05,-2.55593,-2.47913
2900,-1.1e-05,-2.55593,-2.50818
2901,-1.099e-05,-2.54141,-2.49365
2902,-1.098e-05,-2.54141,-2.50818
2903,-1.097e-05,-2.55593,-2.47913
2904,-1.096e-05,-2.57046,-2.47913
2905,-1.095e-05,-2.52688,-2.49365
2906,-1.094e-05,-2.52688,-2.49365
2907,-1.093e-05,-2.54141,-2.49365
2908,-1.092e-05,-2.54141,-2.47913
2909,-1.091e-05,-2.57046,-2.49365
2910,-1.09e-05,-2.55593,-2.49365
2911,-1.089e-05,-2.54141,-2.47913
2912,-1.088e-05,-2.55593,-2.4646
2913,-1.087e-05,-2.55593,-2.47913
2914,-1.086e-05,-2.52688,-2.49365
2915,-1.085e-05,-2.57046,-2.50818
2916,-1.084e-05,-2.55593,-2.49365
2917,-1.083e-05,-2.57046,-2.49365
2918,-1.082e-05,-2.51236,-2.47913
2919,-1.081e-05,-2.52688,-2.49365
2920,-1.08e-05,-2.54141,-2.47913
2921,-1.079e-05,-2.52688,-2.49365
2922,-1.078e-05,-2.57046,-2.4646
2923,-1.077e-05,-2.55593,-2.50818
2924,-1.076e-05,-2.55593,-2.49365
2925,-1.075e-05,-2.52688,-2.49365
2926,-1.074e-05,-2.54141,-2.49365
2927,-1.073e-05,-2.54141,-2.50818
2928,-1.072e-05,-2.55593,-2.49365
2929,-1.071e-05,-2.54141,-2.49365
2930,-1.07e-05,-2.54141,-2.49365
2931,-1.069e-05,-2.55593,-2.49365
2932,-1.068e-05,-2.55593,-2.49365
2933,-1.067e-05,-2.55593,-2.47913
2934,-1.066e-05,-2.52688,-2.47913
2935,-1.065e-05,-2.55593,-2.47913
2936,-1.064e-05,-2.57046,-2.49365
2937,-1.063e-05,-2.55593,-2.49365
2938,-1.062e-05,-2.57046,-2.47913
2939,-1.061e-05,-2.54141,-2.50818
2940,-1.06e-05,-2.55593,-2.49365
2941,-1.059e-05,-2.52688,-2.50818
2942,-1.058e-05,-2.57046,-2.49365
2943,-1.057e-05,-2.54141,-2.49365
2944,-1.056e-05,-2.54141,-2.49365
2945,-1.055e-05,-2.55593,-2.50818
2946,-1.054e-05,-2.51236,-2.49365
2947,-1.053e-05,-2.57046,-2.47913
2948,-1.052e-05,-2.54141,-2.47913
2949,-1.051e-05,-2.57046,-2.50818
2950,-1.05e-05,-2.54141,-2.47913
2951,-1.049e-05,-2.55593,-2.4646
2952,-1.048e-05,-2.54141,-2.43555
2953,-1.047e-05,-2.54141,-2.50818
2954,-1.046e-05,-2.55593,-2.49365
2955,-1.045e-05,-2.55593,-2.50818
2956,-1.044e-05,-2.51236,-2.49365
2957,-1.043e-05,-2.55593,-2.50818
2958,-1.042e-05,-2.52688,-2.49365
2959,-1.041e-05,-2.52688,-2.50818
2960,-1.04e-05,-2.52688,-2.50818
2961,-1.039e-05,-2.52688,-2.50818
2962,-1.038e-05,-2.52688,-2.49365
2963,-1.037e-05,-2.52688,-2.49365
2964,-1.036e-05,-2.54141,-2.4646
2965,-1.035e-05,-2.54141,-2.49365
2966,-1.034e-05,-2.54141,-2.47913
2967,-1.033e-05,-2.52688,-2.49365
2968,-1.032e-05,-2.49783,-2.50818
2969,-1.031e-05,-2.55593,-2.50818
2970,-1.03e-05,-2.54141,-2.50818
2971,-1.029e-05,-2.52688,-2.50818
2972,-1.028e-05,-2.52688,-2.49365
2973,-1.027e-05,-2.55593,-2.49365
2974,-1.026e-05,-2.54141,-2.47913
2975,-1.025e-05,-2.54141,-2.47913
2976,-1.024e-05,-2.55593,-2.47913
2977,-1.023e-05,-2.51236,-2.47913
2978,-1.022e-05,-2.51236,-2.49365
2979,-1.021e-05,-2.52688,-2.49365
2980,-1.02e-05,-2.52688,-2.47913
2981,-1.019e-05,-2.55593,-2.49365
2982,-1.018e-05,-2.55593,-2.49365
2983,-1.017e-05,-2.54141,-2.50818
2984,-1.016e-05,-2.51236,-2.49365
2985,-1.015e-05,-2.54141,-2.50818
2986,-1.014e-05,-2.52688,-2.49365
2987,-1.013e-05,-2.57046,-2.50818
2988,-1.012e-05,-2.55593,-2.50818
2989,-1.011e-05,-2.54141,-2.5227
2990,-1.01e-05,-2.54141,-2.47913
2991,-1.009e-05,-2.54141,-2.49365
2992,-1.008e-05,-2.54141,-2.47913
2993,-1.007e-05,-2.55593,-2.49365
2994,-1.006e-05,-2.54141,-2.49365
2995,-1.005e-05,-2.54141,-2.50818
2996,-1.004e-05,-2.55593,-2.49365
2997,-1.003e-05,-2.51236,-2.50818
2998,-1.002e-05,-2.57046,-2.47913
2999,-1.001e-05,-2.54141,-2.49365
3000,-1e-05,-2.54141,-2.47913
3001,-9.99e-06,-2.54141,-2.50818
3002,-9.98e-06,-2.52688,-2.50818
3003,-9.97e-06,-2.52688,-2.47913
3004,-9.96e-06,-2.57046,-2.47913
3005,-9.95e-06,-2.57046,-2.47913
3006,-9.94e-06,-2.52688,-2.4646
3007,-9.93e-06,-2.52688,-2.47913
3008,-9.92e-06,-2.55593,-2.47913
3009,-9.91e-06,-2.54141,-2.49365
3010,-9.9e-06,-2.55593,-2.49365
3011,-9.89e-06,-2.55593,-2.49365
3012,-9.88e-06,-2.51236,-2.49365
3013,-9.87e-06,-2.54141,-2.49365
3014,-9.86e-06,-2.54141,-2.50818
3015,-9.85e-06,-2.55593,-2.50818
