;Scopy version,dda5ec6
;Exported on,dinsdag januari 25/01/2022
;Device,M2K
;Nr of samples,8000
;Sample rate,1e+08
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V)
4160,1.6e-06,2.52781,2.45936
4161,1.61e-06,2.52781,2.45936
4162,1.62e-06,2.51328,2.44484
4163,1.63e-06,2.52781,2.44484
4164,1.64e-06,2.52781,2.45936
4165,1.65e-06,2.52781,2.47389
4166,1.66e-06,2.52781,2.47389
4167,1.67e-06,2.52781,2.47389
4168,1.68e-06,2.51328,2.45936
4169,1.69e-06,2.52781,2.47389
4170,1.7e-06,2.52781,2.48841
4171,1.71e-06,2.51328,2.45936
4172,1.72e-06,2.54233,2.45936
4173,1.73e-06,2.54233,2.45936
4174,1.74e-06,2.54233,2.44484
4175,1.75e-06,2.51328,2.47389
4176,1.76e-06,2.52781,2.45936
4177,1.77e-06,2.52781,2.41579
4178,1.78e-06,2.55686,2.45936
4179,1.79e-06,2.51328,2.47389
4180,1.8e-06,2.54233,2.44484
4181,1.81e-06,2.52781,2.47389
4182,1.82e-06,2.54233,2.45936
4183,1.83e-06,2.52781,2.45936
4184,1.84e-06,2.54233,2.47389
4185,1.85e-06,2.54233,2.47389
4186,1.86e-06,2.52781,2.44484
4187,1.87e-06,2.54233,2.47389
4188,1.88e-06,2.54233,2.48841
4189,1.89e-06,2.54233,2.45936
4190,1.9e-06,2.51328,2.47389
4191,1.91e-06,2.52781,2.45936
4192,1.92e-06,2.52781,2.45936
4193,1.93e-06,2.52781,2.45936
4194,1.94e-06,2.54233,2.45936
4195,1.95e-06,2.52781,2.44484
4196,1.96e-06,2.54233,2.47389
4197,1.97e-06,2.54233,2.45936
4198,1.98e-06,2.55686,2.47389
4199,1.99e-06,2.55686,2.45936
4200,2e-06,2.52781,2.47389
4201,2.01e-06,2.52781,2.45936
4202,2.02e-06,2.57138,2.44484
4203,2.03e-06,2.54233,2.45936
4204,2.04e-06,2.55686,2.47389
4205,2.05e-06,2.52781,2.45936
4206,2.06e-06,2.55686,2.47389
4207,2.07e-06,2.54233,2.47389
4208,2.08e-06,2.55686,2.47389
4209,2.09e-06,2.55686,2.45936
4210,2.1e-06,2.54233,2.47389
4211,2.11e-06,2.54233,2.45936
4212,2.12e-06,2.57138,2.45936
4213,2.13e-06,2.55686,2.44484
4214,2.14e-06,2.55686,2.47389
4215,2.15e-06,2.55686,2.47389
4216,2.16e-06,2.55686,2.45936
4217,2.17e-06,2.55686,2.45936
4218,2.18e-06,2.55686,2.48841
4219,2.19e-06,2.54233,2.45936
4220,2.2e-06,2.54233,2.45936
4221,2.21e-06,2.55686,2.45936
4222,2.22e-06,2.55686,2.45936
4223,2.23e-06,2.52781,2.47389
4224,2.24e-06,2.55686,2.45936
4225,2.25e-06,2.55686,2.44484
4226,2.26e-06,2.54233,2.45936
4227,2.27e-06,2.52781,2.45936
4228,2.28e-06,2.55686,2.44484
4229,2.29e-06,2.54233,2.47389
4230,2.3e-06,2.54233,2.44484
4231,2.31e-06,2.54233,2.45936
4232,2.32e-06,2.55686,2.44484
4233,2.33e-06,2.54233,2.45936
4234,2.34e-06,2.55686,2.44484
4235,2.35e-06,2.54233,2.45936
4236,2.36e-06,2.55686,2.43031
4237,2.37e-06,2.55686,2.44484
4238,2.38e-06,2.54233,2.48841
4239,2.39e-06,2.54233,2.48841
4240,2.4e-06,2.54233,2.45936
4241,2.41e-06,2.52781,2.45936
4242,2.42e-06,2.54233,2.45936
4243,2.43e-06,2.54233,2.44484
4244,2.44e-06,2.55686,2.44484
4245,2.45e-06,2.54233,2.44484
4246,2.46e-06,2.54233,2.47389
4247,2.47e-06,2.54233,2.44484
4248,2.48e-06,2.55686,2.45936
4249,2.49e-06,2.52781,2.44484
4250,2.5e-06,2.54233,2.44484
4251,2.51e-06,2.52781,2.44484
4252,2.52e-06,2.54233,2.45936
4253,2.53e-06,2.54233,2.45936
4254,2.54e-06,2.54233,2.45936
4255,2.55e-06,2.52781,2.43031
4256,2.56e-06,2.55686,2.44484
4257,2.57e-06,2.52781,2.44484
4258,2.58e-06,2.52781,2.48841
4259,2.59e-06,2.54233,2.45936
4260,2.6e-06,2.54233,2.45936
4261,2.61e-06,2.55686,2.47389
4262,2.62e-06,2.54233,2.47389
4263,2.63e-06,2.54233,2.45936
4264,2.64e-06,2.52781,2.45936
4265,2.65e-06,2.54233,2.44484
4266,2.66e-06,2.52781,2.44484
4267,2.67e-06,2.51328,2.44484
4268,2.68e-06,2.54233,2.45936
4269,2.69e-06,2.52781,2.43031
4270,2.7e-06,2.54233,2.47389
4271,2.71e-06,2.52781,2.47389
4272,2.72e-06,2.51328,2.47389
4273,2.73e-06,2.48423,2.43031
4274,2.74e-06,2.52781,2.45936
4275,2.75e-06,2.55686,2.45936
4276,2.76e-06,2.54233,2.44484
4277,2.77e-06,2.52781,2.44484
4278,2.78e-06,2.55686,2.45936
4279,2.79e-06,2.52781,2.44484
4280,2.8e-06,2.52781,2.45936
4281,2.81e-06,2.52781,2.45936
4282,2.82e-06,2.57138,2.45936
4283,2.83e-06,2.54233,2.47389
4284,2.84e-06,2.52781,2.44484
4285,2.85e-06,2.52781,2.44484
4286,2.86e-06,2.54233,2.44484
4287,2.87e-06,2.52781,2.47389
4288,2.88e-06,2.54233,2.45936
4289,2.89e-06,2.52781,2.43031
4290,2.9e-06,2.54233,2.45936
4291,2.91e-06,2.54233,2.44484
4292,2.92e-06,2.54233,2.44484
4293,2.93e-06,2.55686,2.45936
4294,2.94e-06,2.52781,2.47389
4295,2.95e-06,2.52781,2.44484
4296,2.96e-06,2.54233,2.47389
4297,2.97e-06,2.52781,2.45936
4298,2.98e-06,2.52781,2.44484
4299,2.99e-06,2.54233,2.44484
4300,3e-06,2.55686,2.47389
4301,3.01e-06,2.54233,2.45936
4302,3.02e-06,2.52781,2.47389
4303,3.03e-06,2.52781,2.45936
4304,3.04e-06,2.52781,2.45936
4305,3.05e-06,2.48423,2.45936
4306,3.06e-06,2.54233,2.45936
4307,3.07e-06,2.51328,2.43031
4308,3.08e-06,2.52781,2.45936
4309,3.09e-06,2.54233,2.47389
4310,3.1e-06,2.55686,2.47389
4311,3.11e-06,2.54233,2.45936
4312,3.12e-06,2.52781,2.45936
4313,3.13e-06,2.52781,2.45936
4314,3.14e-06,2.51328,2.43031
4315,3.15e-06,2.52781,2.45936
4316,3.16e-06,2.54233,2.44484
4317,3.17e-06,2.52781,2.47389
4318,3.18e-06,2.52781,2.45936
4319,3.19e-06,2.52781,2.44484
4320,3.2e-06,2.52781,2.45936
4321,3.21e-06,2.52781,2.44484
4322,3.22e-06,2.54233,2.44484
4323,3.23e-06,2.55686,2.45936
4324,3.24e-06,2.55686,2.44484
4325,3.25e-06,2.52781,2.44484
4326,3.26e-06,2.52781,2.44484
4327,3.27e-06,2.51328,2.45936
4328,3.28e-06,2.52781,2.45936
4329,3.29e-06,2.54233,2.44484
4330,3.3e-06,2.52781,2.45936
4331,3.31e-06,2.52781,2.44484
4332,3.32e-06,2.54233,2.45936
4333,3.33e-06,2.54233,2.44484
4334,3.34e-06,2.55686,2.45936
4335,3.35e-06,2.52781,2.45936
4336,3.36e-06,2.55686,2.44484
4337,3.37e-06,2.54233,2.45936
4338,3.38e-06,2.52781,2.47389
4339,3.39e-06,2.52781,2.45936
4340,3.4e-06,2.54233,2.47389
4341,3.41e-06,2.54233,2.45936
4342,3.42e-06,2.55686,2.48841
4343,3.43e-06,2.54233,2.45936
4344,3.44e-06,2.54233,2.44484
4345,3.45e-06,2.55686,2.43031
4346,3.46e-06,2.52781,2.45936
4347,3.47e-06,2.52781,2.47389
4348,3.48e-06,2.52781,2.45936
4349,3.49e-06,2.51328,2.48841
4350,3.5e-06,2.51328,2.45936
4351,3.51e-06,2.52781,2.48841
4352,3.52e-06,2.52781,2.47389
4353,3.53e-06,2.52781,2.45936
4354,3.54e-06,2.52781,2.44484
4355,3.55e-06,2.54233,2.45936
4356,3.56e-06,2.52781,2.47389
4357,3.57e-06,2.54233,2.45936
4358,3.58e-06,2.54233,2.48841
4359,3.59e-06,2.52781,2.47389
4360,3.6e-06,2.52781,2.47389
4361,3.61e-06,2.52781,2.45936
4362,3.62e-06,2.54233,2.48841
4363,3.63e-06,2.52781,2.45936
4364,3.64e-06,2.54233,2.47389
4365,3.65e-06,2.52781,2.45936
4366,3.66e-06,2.51328,2.47389
4367,3.67e-06,2.51328,2.48841
4368,3.68e-06,2.52781,2.45936
4369,3.69e-06,2.52781,2.47389
4370,3.7e-06,2.52781,2.48841
4371,3.71e-06,2.51328,2.45936
4372,3.72e-06,2.54233,2.44484
4373,3.73e-06,2.52781,2.45936
4374,3.74e-06,2.52781,2.44484
4375,3.75e-06,2.52781,2.45936
4376,3.76e-06,2.51328,2.47389
4377,3.77e-06,2.54233,2.44484
4378,3.78e-06,2.52781,2.48841
4379,3.79e-06,2.48423,2.47389
4380,3.8e-06,2.52781,2.48841
4381,3.81e-06,2.52781,2.45936
4382,3.82e-06,2.52781,2.47389
4383,3.83e-06,2.54233,2.47389
4384,3.84e-06,2.52781,2.48841
4385,3.85e-06,2.52781,2.47389
4386,3.86e-06,2.51328,2.45936
4387,3.87e-06,2.51328,2.45936
4388,3.88e-06,2.51328,2.47389
4389,3.89e-06,2.52781,2.48841
4390,3.9e-06,2.55686,2.45936
4391,3.91e-06,2.51328,2.45936
4392,3.92e-06,2.52781,2.47389
4393,3.93e-06,2.52781,2.45936
4394,3.94e-06,2.51328,2.44484
4395,3.95e-06,2.52781,2.47389
4396,3.96e-06,2.54233,2.48841
4397,3.97e-06,2.52781,2.47389
4398,3.98e-06,2.52781,2.47389
4399,3.99e-06,2.51328,2.45936
4400,4e-06,2.54233,2.45936
4401,4.01e-06,2.54233,2.47389
4402,4.02e-06,2.55686,2.47389
4403,4.03e-06,2.51328,2.47389
4404,4.04e-06,2.52781,2.47389
4405,4.05e-06,2.48423,2.48841
4406,4.06e-06,2.51328,2.45936
4407,4.07e-06,2.51328,2.47389
4408,4.08e-06,2.48423,2.45936
4409,4.09e-06,2.51328,2.47389
4410,4.1e-06,2.52781,2.47389
4411,4.11e-06,2.52781,2.45936
4412,4.12e-06,2.52781,2.45936
4413,4.13e-06,2.51328,2.45936
4414,4.14e-06,2.54233,2.47389
4415,4.15e-06,2.52781,2.47389
4416,4.16e-06,2.52781,2.47389
4417,4.17e-06,2.48423,2.45936
4418,4.18e-06,2.52781,2.47389
4419,4.19e-06,2.51328,2.48841
4420,4.2e-06,2.52781,2.48841
4421,4.21e-06,2.52781,2.47389
4422,4.22e-06,2.52781,2.47389
4423,4.23e-06,2.51328,2.45936
4424,4.24e-06,2.52781,2.47389
4425,4.25e-06,2.51328,2.41579
4426,4.26e-06,2.52781,2.45936
4427,4.27e-06,2.54233,2.50294
4428,4.28e-06,2.54233,2.45936
4429,4.29e-06,2.52781,2.48841
4430,4.3e-06,2.52781,2.47389
4431,4.31e-06,2.54233,2.45936
4432,4.32e-06,2.52781,2.45936
4433,4.33e-06,2.52781,2.45936
4434,4.34e-06,2.54233,2.47389
4435,4.35e-06,2.54233,2.47389
4436,4.36e-06,2.55686,2.45936
4437,4.37e-06,2.54233,2.48841
4438,4.38e-06,2.51328,2.50294
4439,4.39e-06,2.51328,2.45936
4440,4.4e-06,2.51328,2.45936
4441,4.41e-06,2.52781,2.47389
4442,4.42e-06,2.54233,2.48841
4443,4.43e-06,2.54233,2.47389
4444,4.44e-06,2.52781,2.45936
4445,4.45e-06,2.54233,2.45936
4446,4.46e-06,2.52781,2.48841
4447,4.47e-06,2.52781,2.47389
4448,4.48e-06,2.54233,2.50294
4449,4.49e-06,2.52781,2.47389
4450,4.5e-06,2.51328,2.47389
4451,4.51e-06,2.51328,2.45936
4452,4.52e-06,2.51328,2.47389
4453,4.53e-06,2.52781,2.47389
4454,4.54e-06,2.52781,2.47389
4455,4.55e-06,2.54233,2.44484
4456,4.56e-06,2.57138,2.45936
4457,4.57e-06,2.54233,2.47389
4458,4.58e-06,2.55686,2.45936
4459,4.59e-06,2.55686,2.45936
4460,4.6e-06,2.54233,2.44484
4461,4.61e-06,2.55686,2.47389
4462,4.62e-06,2.52781,2.45936
4463,4.63e-06,2.52781,2.47389
4464,4.64e-06,2.54233,2.48841
4465,4.65e-06,2.52781,2.44484
4466,4.66e-06,2.51328,2.47389
4467,4.67e-06,2.52781,2.47389
4468,4.68e-06,2.54233,2.47389
4469,4.69e-06,2.51328,2.45936
4470,4.7e-06,2.52781,2.45936
4471,4.71e-06,2.52781,2.48841
4472,4.72e-06,2.52781,2.47389
4473,4.73e-06,2.52781,2.45936
4474,4.74e-06,2.54233,2.45936
4475,4.75e-06,2.52781,2.44484
4476,4.76e-06,2.54233,2.47389
4477,4.77e-06,2.51328,2.44484
4478,4.78e-06,2.48423,2.45936
4479,4.79e-06,2.51328,2.47389
4480,4.8e-06,2.54233,2.47389
4481,4.81e-06,2.48423,2.47389
4482,4.82e-06,2.54233,2.48841
4483,4.83e-06,2.48423,2.44484
4484,4.84e-06,2.52781,2.47389
4485,4.85e-06,2.51328,2.44484
4486,4.86e-06,2.55686,2.43031
4487,4.87e-06,2.55686,2.45936
4488,4.88e-06,2.54233,2.45936
4489,4.89e-06,2.51328,2.45936
4490,4.9e-06,2.52781,2.45936
4491,4.91e-06,2.52781,2.45936
4492,4.92e-06,2.52781,2.47389
4493,4.93e-06,2.52781,2.44484
4494,4.94e-06,2.54233,2.48841
4495,4.95e-06,2.54233,2.47389
4496,4.96e-06,2.52781,2.50294
4497,4.97e-06,2.52781,2.45936
4498,4.98e-06,2.52781,2.48841
4499,4.99e-06,2.54233,2.47389
4500,5e-06,2.55686,2.47389
4501,5.01e-06,2.52781,2.45936
4502,5.02e-06,2.55686,2.45936
4503,5.03e-06,2.54233,2.48841
4504,5.04e-06,2.54233,2.45936
4505,5.05e-06,2.52781,2.47389
4506,5.06e-06,2.54233,2.45936
4507,5.07e-06,2.52781,2.45936
4508,5.08e-06,2.52781,2.47389
4509,5.09e-06,2.52781,2.50294
4510,5.1e-06,2.54233,2.44484
4511,5.11e-06,2.54233,2.47389
4512,5.12e-06,2.51328,2.47389
4513,5.13e-06,2.52781,2.47389
4514,5.14e-06,2.52781,2.48841
4515,5.15e-06,2.52781,2.47389
4516,5.16e-06,2.54233,2.47389
4517,5.17e-06,2.54233,2.47389
4518,5.18e-06,2.52781,2.48841
4519,5.19e-06,2.52781,2.48841
4520,5.2e-06,2.54233,2.48841
4521,5.21e-06,2.54233,2.45936
4522,5.22e-06,2.54233,2.45936
4523,5.23e-06,2.54233,2.45936
4524,5.24e-06,2.52781,2.44484
4525,5.25e-06,2.54233,2.45936
4526,5.26e-06,2.52781,2.47389
4527,5.27e-06,2.54233,2.47389
4528,5.28e-06,2.54233,2.44484
4529,5.29e-06,2.55686,2.45936
4530,5.3e-06,2.52781,2.44484
4531,5.31e-06,2.54233,2.45936
4532,5.32e-06,2.51328,2.44484
4533,5.33e-06,2.55686,2.47389
4534,5.34e-06,2.54233,2.48841
4535,5.35e-06,2.54233,2.47389
4536,5.36e-06,2.52781,2.48841
4537,5.37e-06,2.54233,2.45936
4538,5.38e-06,2.54233,2.47389
4539,5.39e-06,2.48423,2.44484
4540,5.4e-06,2.52781,2.47389
4541,5.41e-06,2.52781,2.44484
4542,5.42e-06,2.54233,2.48841
4543,5.43e-06,2.54233,2.45936
4544,5.44e-06,2.54233,2.45936
4545,5.45e-06,2.52781,2.47389
4546,5.46e-06,2.52781,2.48841
4547,5.47e-06,2.54233,2.48841
4548,5.48e-06,2.54233,2.47389
4549,5.49e-06,2.52781,2.45936
4550,5.5e-06,2.54233,2.47389
4551,5.51e-06,2.55686,2.43031
4552,5.52e-06,2.52781,2.48841
4553,5.53e-06,2.54233,2.47389
4554,5.54e-06,2.54233,2.45936
4555,5.55e-06,2.52781,2.48841
4556,5.56e-06,2.51328,2.48841
4557,5.57e-06,2.51328,2.45936
4558,5.58e-06,2.52781,2.47389
4559,5.59e-06,2.54233,2.48841
4560,5.6e-06,2.52781,2.48841
4561,5.61e-06,2.54233,2.45936
4562,5.62e-06,2.54233,2.48841
4563,5.63e-06,2.54233,2.45936
4564,5.64e-06,2.52781,2.50294
4565,5.65e-06,2.51328,2.47389
4566,5.66e-06,2.52781,2.48841
4567,5.67e-06,2.54233,2.45936
4568,5.68e-06,2.54233,2.45936
4569,5.69e-06,2.54233,2.44484
4570,5.7e-06,2.52781,2.45936
4571,5.71e-06,2.51328,2.47389
4572,5.72e-06,2.54233,2.45936
4573,5.73e-06,2.51328,2.48841
4574,5.74e-06,2.52781,2.48841
4575,5.75e-06,2.52781,2.45936
4576,5.76e-06,2.54233,2.47389
4577,5.77e-06,2.52781,2.48841
4578,5.78e-06,2.52781,2.48841
4579,5.79e-06,2.54233,2.44484
4580,5.8e-06,2.54233,2.45936
4581,5.81e-06,2.52781,2.45936
4582,5.82e-06,2.52781,2.45936
4583,5.83e-06,2.52781,2.45936
4584,5.84e-06,2.52781,2.48841
4585,5.85e-06,2.55686,2.47389
4586,5.86e-06,2.54233,2.48841
4587,5.87e-06,2.55686,2.47389
4588,5.88e-06,2.54233,2.50294
4589,5.89e-06,2.55686,2.47389
4590,5.9e-06,2.54233,2.47389
4591,5.91e-06,2.52781,2.47389
4592,5.92e-06,2.54233,2.48841
4593,5.93e-06,2.52781,2.47389
4594,5.94e-06,2.54233,2.48841
4595,5.95e-06,2.52781,2.47389
4596,5.96e-06,2.54233,2.47389
4597,5.97e-06,2.52781,2.48841
4598,5.98e-06,2.54233,2.47389
4599,5.99e-06,2.54233,2.45936
4600,6e-06,2.57138,2.47389
4601,6.01e-06,2.54233,2.47389
4602,6.02e-06,2.54233,2.44484
4603,6.03e-06,2.52781,2.45936
4604,6.04e-06,2.52781,2.47389
4605,6.05e-06,2.52781,2.47389
4606,6.06e-06,2.55686,2.47389
4607,6.07e-06,2.55686,2.47389
4608,6.08e-06,2.54233,2.47389
4609,6.09e-06,2.54233,2.47389
4610,6.1e-06,2.52781,2.47389
4611,6.11e-06,2.51328,2.48841
4612,6.12e-06,2.52781,2.50294
4613,6.13e-06,2.54233,2.48841
4614,6.14e-06,2.52781,2.48841
4615,6.15e-06,2.52781,2.47389
4616,6.16e-06,2.52781,2.45936
4617,6.17e-06,2.57138,2.48841
4618,6.18e-06,2.54233,2.45936
4619,6.19e-06,2.54233,2.45936
4620,6.2e-06,2.52781,2.47389
4621,6.21e-06,2.52781,2.45936
4622,6.22e-06,2.52781,2.45936
4623,6.23e-06,2.52781,2.45936
4624,6.24e-06,2.52781,2.45936
4625,6.25e-06,2.55686,2.45936
4626,6.26e-06,2.52781,2.47389
4627,6.27e-06,2.54233,2.45936
4628,6.28e-06,2.55686,2.47389
4629,6.29e-06,2.52781,2.47389
4630,6.3e-06,2.52781,2.45936
4631,6.31e-06,2.51328,2.45936
4632,6.32e-06,2.52781,2.45936
4633,6.33e-06,2.52781,2.44484
4634,6.34e-06,2.51328,2.47389
4635,6.35e-06,2.51328,2.45936
4636,6.36e-06,2.52781,2.45936
4637,6.37e-06,2.55686,2.44484
4638,6.38e-06,2.52781,2.47389
4639,6.39e-06,2.51328,2.45936
4640,6.4e-06,2.51328,2.47389
4641,6.41e-06,2.52781,2.45936
4642,6.42e-06,2.51328,2.47389
4643,6.43e-06,2.51328,2.47389
4644,6.44e-06,2.54233,2.45936
4645,6.45e-06,2.54233,2.47389
4646,6.46e-06,2.54233,2.45936
4647,6.47e-06,2.54233,2.47389
4648,6.48e-06,2.54233,2.48841
4649,6.49e-06,2.54233,2.47389
4650,6.5e-06,2.54233,2.48841
4651,6.51e-06,2.54233,2.47389
4652,6.52e-06,2.54233,2.44484
4653,6.53e-06,2.54233,2.45936
4654,6.54e-06,2.52781,2.47389
4655,6.55e-06,2.52781,2.45936
4656,6.56e-06,2.54233,2.47389
4657,6.57e-06,2.54233,2.45936
4658,6.58e-06,2.54233,2.47389
4659,6.59e-06,2.54233,2.47389
4660,6.6e-06,2.57138,2.47389
4661,6.61e-06,2.52781,2.45936
4662,6.62e-06,2.52781,2.45936
4663,6.63e-06,2.52781,2.45936
4664,6.64e-06,2.52781,2.47389
4665,6.65e-06,2.52781,2.47389
4666,6.66e-06,2.54233,2.47389
4667,6.67e-06,2.54233,2.47389
4668,6.68e-06,2.55686,2.47389
4669,6.69e-06,2.52781,2.47389
4670,6.7e-06,2.52781,2.45936
4671,6.71e-06,2.54233,2.47389
4672,6.72e-06,2.54233,2.47389
4673,6.73e-06,2.54233,2.47389
4674,6.74e-06,2.54233,2.48841
4675,6.75e-06,2.54233,2.48841
4676,6.76e-06,2.54233,2.48841
4677,6.77e-06,2.55686,2.45936
4678,6.78e-06,2.55686,2.47389
4679,6.79e-06,2.52781,2.44484
4680,6.8e-06,2.51328,2.47389
4681,6.81e-06,2.54233,2.44484
4682,6.82e-06,2.54233,2.47389
4683,6.83e-06,2.55686,2.45936
4684,6.84e-06,2.54233,2.45936
4685,6.85e-06,2.55686,2.48841
4686,6.86e-06,2.52781,2.47389
4687,6.87e-06,2.55686,2.45936
4688,6.88e-06,2.52781,2.47389
4689,6.89e-06,2.52781,2.44484
4690,6.9e-06,2.54233,2.45936
4691,6.91e-06,2.54233,2.47389
4692,6.92e-06,2.52781,2.48841
4693,6.93e-06,2.54233,2.45936
4694,6.94e-06,2.54233,2.45936
4695,6.95e-06,2.54233,2.45936
4696,6.96e-06,2.54233,2.47389
4697,6.97e-06,2.55686,2.47389
4698,6.98e-06,2.54233,2.47389
4699,6.99e-06,2.51328,2.48841
4700,7e-06,2.51328,2.47389
4701,7.01e-06,2.54233,2.48841
4702,7.02e-06,2.51328,2.48841
4703,7.03e-06,2.54233,2.47389
4704,7.04e-06,2.52781,2.48841
4705,7.05e-06,2.52781,2.45936
4706,7.06e-06,2.54233,2.47389
4707,7.07e-06,2.55686,2.48841
4708,7.08e-06,2.52781,2.48841
4709,7.09e-06,2.51328,2.47389
4710,7.1e-06,2.52781,2.47389
4711,7.11e-06,2.54233,2.47389
4712,7.12e-06,2.52781,2.45936
4713,7.13e-06,2.54233,2.48841
4714,7.14e-06,2.55686,2.47389
4715,7.15e-06,2.51328,2.48841
4716,7.16e-06,2.51328,2.48841
4717,7.17e-06,2.54233,2.45936
4718,7.18e-06,2.55686,2.48841
4719,7.19e-06,2.54233,2.45936
4720,7.2e-06,2.54233,2.47389
4721,7.21e-06,2.54233,2.47389
4722,7.22e-06,2.52781,2.48841
4723,7.23e-06,2.52781,2.45936
4724,7.24e-06,2.54233,2.47389
4725,7.25e-06,2.54233,2.45936
4726,7.26e-06,2.55686,2.45936
4727,7.27e-06,2.52781,2.48841
4728,7.28e-06,2.54233,2.47389
4729,7.29e-06,2.54233,2.48841
4730,7.3e-06,2.52781,2.48841
4731,7.31e-06,2.51328,2.45936
4732,7.32e-06,2.52781,2.45936
4733,7.33e-06,2.51328,2.47389
4734,7.34e-06,2.54233,2.48841
4735,7.35e-06,2.54233,2.45936
4736,7.36e-06,2.52781,2.50294
4737,7.37e-06,2.54233,2.48841
4738,7.38e-06,2.52781,2.47389
4739,7.39e-06,2.52781,2.47389
4740,7.4e-06,2.55686,2.47389
4741,7.41e-06,2.54233,2.47389
4742,7.42e-06,2.54233,2.48841
4743,7.43e-06,2.55686,2.45936
4744,7.44e-06,2.54233,2.48841
4745,7.45e-06,2.54233,2.47389
4746,7.46e-06,2.52781,2.45936
4747,7.47e-06,2.51328,2.48841
4748,7.48e-06,2.52781,2.51746
4749,7.49e-06,2.54233,2.48841
4750,7.5e-06,2.54233,2.47389
4751,7.51e-06,2.54233,2.48841
4752,7.52e-06,2.54233,2.47389
4753,7.53e-06,2.54233,2.47389
4754,7.54e-06,2.52781,2.47389
4755,7.55e-06,2.52781,2.47389
4756,7.56e-06,2.54233,2.47389
4757,7.57e-06,2.54233,2.48841
4758,7.58e-06,2.52781,2.48841
4759,7.59e-06,2.54233,2.45936
4760,7.6e-06,2.54233,2.45936
4761,7.61e-06,2.55686,2.45936
4762,7.62e-06,2.55686,2.48841
4763,7.63e-06,2.54233,2.45936
4764,7.64e-06,2.55686,2.47389
4765,7.65e-06,2.52781,2.47389
4766,7.66e-06,2.52781,2.45936
4767,7.67e-06,2.55686,2.45936
4768,7.68e-06,2.55686,2.48841
4769,7.69e-06,2.54233,2.47389
4770,7.7e-06,2.55686,2.47389
4771,7.71e-06,2.55686,2.47389
4772,7.72e-06,2.55686,2.48841
4773,7.73e-06,2.54233,2.48841
4774,7.74e-06,2.54233,2.47389
4775,7.75e-06,2.52781,2.47389
4776,7.76e-06,2.52781,2.47389
4777,7.77e-06,2.51328,2.45936
4778,7.78e-06,2.54233,2.48841
4779,7.79e-06,2.54233,2.47389
4780,7.8e-06,2.52781,2.50294
4781,7.81e-06,2.54233,2.48841
4782,7.82e-06,2.54233,2.50294
4783,7.83e-06,2.52781,2.48841
4784,7.84e-06,2.54233,2.48841
4785,7.85e-06,2.55686,2.48841
4786,7.86e-06,2.54233,2.47389
4787,7.87e-06,2.51328,2.48841
4788,7.88e-06,2.54233,2.48841
4789,7.89e-06,2.54233,2.47389
4790,7.9e-06,2.52781,2.47389
4791,7.91e-06,2.54233,2.45936
4792,7.92e-06,2.55686,2.47389
4793,7.93e-06,2.54233,2.45936
4794,7.94e-06,2.55686,2.47389
4795,7.95e-06,2.55686,2.45936
4796,7.96e-06,2.51328,2.50294
4797,7.97e-06,2.52781,2.48841
4798,7.98e-06,2.54233,2.48841
4799,7.99e-06,2.55686,2.47389
4800,8e-06,2.55686,2.45936
4801,8.01e-06,2.54233,2.47389
4802,8.02e-06,2.57138,2.47389
4803,8.03e-06,2.55686,2.45936
4804,8.04e-06,2.54233,2.45936
4805,8.05e-06,2.55686,2.45936
4806,8.06e-06,2.57138,2.47389
4807,8.07e-06,2.51328,2.48841
4808,8.08e-06,2.54233,2.48841
4809,8.09e-06,2.54233,2.45936
4810,8.1e-06,2.54233,2.50294
4811,8.11e-06,2.52781,2.48841
4812,8.12e-06,2.52781,2.48841
4813,8.13e-06,2.54233,2.45936
4814,8.14e-06,2.52781,2.45936
4815,8.15e-06,2.52781,2.45936
4816,8.16e-06,2.54233,2.45936
4817,8.17e-06,2.54233,2.48841
4818,8.18e-06,2.51328,2.50294
4819,8.19e-06,2.54233,2.48841
4820,8.2e-06,2.52781,2.50294
4821,8.21e-06,2.52781,2.47389
4822,8.22e-06,2.52781,2.45936
4823,8.23e-06,2.55686,2.47389
4824,8.24e-06,2.54233,2.50294
4825,8.25e-06,2.55686,2.45936
4826,8.26e-06,2.51328,2.48841
4827,8.27e-06,2.54233,2.50294
4828,8.28e-06,2.52781,2.48841
4829,8.29e-06,2.52781,2.47389
4830,8.3e-06,2.54233,2.48841
4831,8.31e-06,2.55686,2.47389
4832,8.32e-06,2.57138,2.48841
4833,8.33e-06,2.54233,2.48841
4834,8.34e-06,2.54233,2.48841
4835,8.35e-06,2.51328,2.48841
4836,8.36e-06,2.51328,2.45936
4837,8.37e-06,2.51328,2.48841
4838,8.38e-06,2.52781,2.47389
4839,8.39e-06,2.51328,2.50294
4840,8.4e-06,2.54233,2.50294
4841,8.41e-06,2.52781,2.47389
4842,8.42e-06,2.57138,2.47389
4843,8.43e-06,2.54233,2.48841
4844,8.44e-06,2.55686,2.48841
4845,8.45e-06,2.54233,2.45936
4846,8.46e-06,2.57138,2.48841
4847,8.47e-06,2.52781,2.47389
4848,8.48e-06,2.51328,2.47389
4849,8.49e-06,2.52781,2.45936
4850,8.5e-06,2.55686,2.48841
4851,8.51e-06,2.55686,2.48841
4852,8.52e-06,2.54233,2.47389
4853,8.53e-06,2.52781,2.48841
4854,8.54e-06,2.54233,2.48841
