in s,C1 in V
1.3997E-02,-1.965E+01
1.3997E-02,-1.902E+01
1.4018E-02,-1.970E+01
1.4018E-02,-1.902E+01
1.4040E-02,-1.970E+01
1.4040E-02,-1.902E+01
1.4062E-02,-1.970E+01
1.4062E-02,-1.907E+01
1.4083E-02,-1.970E+01
1.4083E-02,-1.902E+01
1.4105E-02,-1.975E+01
1.4105E-02,-1.902E+01
1.4126E-02,-1.975E+01
1.4126E-02,-1.912E+01
1.4148E-02,-1.980E+01
1.4148E-02,-1.917E+01
1.4170E-02,-1.980E+01
1.4170E-02,-1.917E+01
1.4191E-02,-1.985E+01
1.4191E-02,-1.917E+01
1.4213E-02,-1.985E+01
1.4213E-02,-1.917E+01
1.4234E-02,-1.995E+01
1.4234E-02,-1.921E+01
1.4256E-02,-1.995E+01
1.4256E-02,-1.921E+01
1.4278E-02,-1.995E+01
1.4278E-02,-1.926E+01
1.4299E-02,-2.004E+01
1.4299E-02,-1.926E+01
1.4321E-02,-2.004E+01
1.4321E-02,-1.936E+01
1.4342E-02,-2.004E+01
1.4342E-02,-1.941E+01
1.4364E-02,-2.014E+01
1.4364E-02,-1.941E+01
1.4386E-02,-2.019E+01
1.4386E-02,-1.941E+01
1.4407E-02,-2.019E+01
1.4407E-02,-1.951E+01
1.4429E-02,-2.029E+01
1.4429E-02,-1.960E+01
1.4450E-02,-2.034E+01
1.4450E-02,-1.960E+01
1.4472E-02,-2.039E+01
1.4472E-02,-1.970E+01
1.4494E-02,-2.048E+01
1.4494E-02,-1.970E+01
1.4515E-02,-2.048E+01
1.4515E-02,-1.975E+01
1.4537E-02,-2.053E+01
1.4537E-02,-1.980E+01
1.4558E-02,-2.058E+01
1.4558E-02,-1.985E+01
1.4580E-02,-2.068E+01
1.4580E-02,-1.995E+01
1.4602E-02,-2.068E+01
1.4602E-02,-1.995E+01
1.4623E-02,-2.068E+01
1.4623E-02,-1.995E+01
1.4645E-02,-2.073E+01
1.4645E-02,-2.004E+01
1.4666E-02,-2.078E+01
1.4666E-02,-2.009E+01
1.4688E-02,-2.078E+01
1.4688E-02,-2.009E+01
1.4710E-02,-2.083E+01
1.4710E-02,-2.014E+01
1.4731E-02,-2.083E+01
1.4731E-02,-2.014E+01
1.4753E-02,-2.087E+01
1.4753E-02,-2.014E+01
1.4774E-02,-2.087E+01
1.4774E-02,-2.014E+01
1.4796E-02,-2.087E+01
1.4796E-02,-2.014E+01
1.4818E-02,-2.092E+01
1.4818E-02,-2.024E+01
1.4839E-02,-2.092E+01
1.4839E-02,-2.029E+01
1.4861E-02,-2.092E+01
1.4861E-02,-2.029E+01
1.4882E-02,-2.097E+01
1.4882E-02,-2.029E+01
1.4904E-02,-2.097E+01
1.4904E-02,-2.029E+01
1.4926E-02,-2.102E+01
1.4926E-02,-2.029E+01
1.4947E-02,-2.102E+01
1.4947E-02,-2.029E+01
1.4969E-02,-2.102E+01
1.4969E-02,-2.029E+01
1.4990E-02,-2.102E+01
1.4990E-02,-2.034E+01
1.5012E-02,-2.102E+01
1.5012E-02,-2.034E+01
1.5034E-02,-2.107E+01
1.5034E-02,-2.039E+01
1.5055E-02,-2.107E+01
1.5055E-02,-2.043E+01
1.5077E-02,-2.107E+01
1.5077E-02,-2.039E+01
1.5098E-02,-2.117E+01
1.5098E-02,-2.034E+01
1.5120E-02,-2.117E+01
1.5120E-02,-2.034E+01
1.5142E-02,-2.107E+01
1.5142E-02,-2.043E+01
1.5163E-02,-2.112E+01
1.5163E-02,-2.043E+01
1.5185E-02,-2.112E+01
1.5185E-02,-2.043E+01
1.5206E-02,-2.112E+01
1.5206E-02,-2.043E+01
1.5228E-02,-2.112E+01
1.5228E-02,-2.043E+01
1.5250E-02,-2.112E+01
1.5250E-02,-2.043E+01
1.5271E-02,-2.112E+01
1.5271E-02,-2.043E+01
1.5293E-02,-2.112E+01
1.5293E-02,-2.043E+01
1.5314E-02,-2.112E+01
1.5314E-02,-2.043E+01
1.5336E-02,-2.112E+01
1.5336E-02,-2.043E+01
1.5358E-02,-2.112E+01
1.5358E-02,-2.043E+01
1.5379E-02,-2.112E+01
1.5379E-02,-2.043E+01
1.5401E-02,-2.112E+01
1.5401E-02,-2.043E+01
1.5422E-02,-2.117E+01
1.5422E-02,-2.043E+01
1.5444E-02,-2.117E+01
1.5444E-02,-2.048E+01
1.5466E-02,-2.112E+01
1.5466E-02,-2.048E+01
1.5487E-02,-2.112E+01
1.5487E-02,-2.048E+01
1.5509E-02,-2.117E+01
1.5509E-02,-2.048E+01
1.5530E-02,-2.117E+01
1.5530E-02,-2.048E+01
1.5552E-02,-2.112E+01
1.5552E-02,-2.048E+01
1.5574E-02,-2.112E+01
1.5574E-02,-2.048E+01
1.5595E-02,-2.112E+01
1.5595E-02,-2.048E+01
1.5617E-02,-2.112E+01
1.5617E-02,-2.048E+01
1.5638E-02,-2.112E+01
1.5638E-02,-2.043E+01
1.5660E-02,-2.112E+01
1.5660E-02,-2.043E+01
1.5682E-02,-2.112E+01
1.5682E-02,-2.043E+01
1.5703E-02,-2.112E+01
1.5703E-02,-2.048E+01
1.5725E-02,-2.112E+01
1.5725E-02,-2.048E+01
1.5746E-02,-2.117E+01
1.5746E-02,-2.043E+01
1.5768E-02,-2.117E+01
1.5768E-02,-2.043E+01
1.5790E-02,-2.112E+01
1.5790E-02,-2.043E+01
1.5811E-02,-2.112E+01
1.5811E-02,-2.043E+01
1.5833E-02,-2.112E+01
1.5833E-02,-2.048E+01
1.5854E-02,-2.122E+01
1.5854E-02,-2.048E+01
1.5876E-02,-2.122E+01
1.5876E-02,-2.048E+01
1.5898E-02,-2.112E+01
1.5898E-02,-2.043E+01
1.5919E-02,-2.112E+01
1.5919E-02,-2.043E+01
1.5941E-02,-2.107E+01
1.5941E-02,-2.043E+01
1.5962E-02,-2.112E+01
1.5962E-02,-2.043E+01
1.5984E-02,-2.112E+01
1.5984E-02,-2.043E+01
1.6006E-02,-2.112E+01
1.6006E-02,-2.043E+01
1.6027E-02,-2.107E+01
1.6027E-02,-2.043E+01
1.6049E-02,-2.107E+01
1.6049E-02,-2.043E+01
1.6070E-02,-2.107E+01
1.6070E-02,-2.034E+01
1.6092E-02,-2.107E+01
1.6092E-02,-2.034E+01
1.6114E-02,-2.107E+01
1.6114E-02,-2.039E+01
1.6135E-02,-2.107E+01
1.6135E-02,-2.043E+01
1.6157E-02,-2.107E+01
1.6157E-02,-2.043E+01
1.6178E-02,-2.107E+01
1.6178E-02,-2.043E+01
1.6200E-02,-2.107E+01
1.6200E-02,-2.039E+01
1.6222E-02,-2.107E+01
1.6222E-02,-2.039E+01
1.6243E-02,-2.107E+01
1.6243E-02,-2.034E+01
1.6265E-02,-2.102E+01
1.6265E-02,-2.034E+01
1.6286E-02,-2.102E+01
1.6286E-02,-2.034E+01
1.6308E-02,-2.102E+01
1.6308E-02,-2.029E+01
1.6330E-02,-2.097E+01
1.6330E-02,-2.029E+01
1.6351E-02,-2.092E+01
1.6351E-02,-2.024E+01
1.6373E-02,-2.087E+01
1.6373E-02,-2.014E+01
1.6394E-02,-2.087E+01
1.6394E-02,-2.014E+01
1.6416E-02,-2.083E+01
1.6416E-02,-2.014E+01
1.6438E-02,-2.083E+01
1.6438E-02,-2.004E+01
1.6459E-02,-2.078E+01
1.6459E-02,-2.000E+01
1.6481E-02,-2.068E+01
1.6481E-02,-1.990E+01
1.6502E-02,-2.058E+01
1.6502E-02,-1.980E+01
1.6524E-02,-2.048E+01
1.6524E-02,-1.970E+01
1.6546E-02,-2.039E+01
1.6546E-02,-1.956E+01
1.6567E-02,-2.034E+01
1.6567E-02,-1.951E+01
1.6589E-02,-2.019E+01
1.6589E-02,-1.936E+01
1.6610E-02,-2.004E+01
1.6610E-02,-1.926E+01
1.6632E-02,-1.995E+01
1.6632E-02,-1.917E+01
1.6654E-02,-1.980E+01
1.6654E-02,-1.902E+01
1.6675E-02,-1.975E+01
1.6675E-02,-1.887E+01
1.6697E-02,-1.960E+01
1.6697E-02,-1.873E+01
1.6718E-02,-1.946E+01
1.6718E-02,-1.863E+01
1.6740E-02,-1.926E+01
1.6740E-02,-1.838E+01
1.6762E-02,-1.917E+01
1.6762E-02,-1.833E+01
1.6783E-02,-1.897E+01
1.6783E-02,-1.819E+01
1.6805E-02,-1.892E+01
1.6805E-02,-1.809E+01
1.6826E-02,-1.882E+01
1.6826E-02,-1.794E+01
1.6848E-02,-1.868E+01
1.6848E-02,-1.785E+01
1.6870E-02,-1.858E+01
1.6870E-02,-1.775E+01
1.6891E-02,-1.843E+01
1.6891E-02,-1.760E+01
1.6913E-02,-1.833E+01
1.6913E-02,-1.755E+01
1.6934E-02,-1.824E+01
1.6934E-02,-1.741E+01
1.6956E-02,-1.824E+01
1.6956E-02,-1.731E+01
1.6978E-02,-1.804E+01
1.6978E-02,-1.721E+01
1.6999E-02,-1.799E+01
1.6999E-02,-1.716E+01
1.7021E-02,-1.790E+01
1.7021E-02,-1.707E+01
1.7042E-02,-1.780E+01
1.7042E-02,-1.702E+01
1.7064E-02,-1.770E+01
1.7064E-02,-1.692E+01
1.7086E-02,-1.755E+01
1.7086E-02,-1.682E+01
1.7107E-02,-1.750E+01
1.7107E-02,-1.672E+01
1.7129E-02,-1.746E+01
1.7129E-02,-1.667E+01
1.7150E-02,-1.736E+01
1.7150E-02,-1.658E+01
1.7172E-02,-1.726E+01
1.7172E-02,-1.648E+01
1.7194E-02,-1.716E+01
1.7194E-02,-1.638E+01
1.7215E-02,-1.711E+01
1.7215E-02,-1.628E+01
1.7237E-02,-1.702E+01
1.7237E-02,-1.624E+01
1.7258E-02,-1.697E+01
1.7258E-02,-1.614E+01
1.7280E-02,-1.682E+01
1.7280E-02,-1.604E+01
1.7302E-02,-1.672E+01
1.7302E-02,-1.594E+01
1.7323E-02,-1.663E+01
1.7323E-02,-1.584E+01
1.7345E-02,-1.653E+01
1.7345E-02,-1.575E+01
1.7366E-02,-1.643E+01
1.7366E-02,-1.565E+01
1.7388E-02,-1.643E+01
1.7388E-02,-1.560E+01
1.7410E-02,-1.628E+01
1.7410E-02,-1.550E+01
1.7431E-02,-1.624E+01
1.7431E-02,-1.545E+01
1.7453E-02,-1.609E+01
1.7453E-02,-1.536E+01
1.7474E-02,-1.604E+01
1.7474E-02,-1.526E+01
1.7496E-02,-1.594E+01
1.7496E-02,-1.516E+01
1.7518E-02,-1.589E+01
1.7518E-02,-1.506E+01
1.7539E-02,-1.575E+01
1.7539E-02,-1.497E+01
1.7561E-02,-1.565E+01
1.7561E-02,-1.492E+01
1.7582E-02,-1.555E+01
1.7582E-02,-1.477E+01
1.7604E-02,-1.550E+01
1.7604E-02,-1.472E+01
1.7626E-02,-1.541E+01
1.7626E-02,-1.458E+01
1.7647E-02,-1.536E+01
1.7647E-02,-1.458E+01
1.7669E-02,-1.526E+01
1.7669E-02,-1.448E+01
1.7690E-02,-1.516E+01
1.7690E-02,-1.438E+01
1.7712E-02,-1.506E+01
1.7712E-02,-1.433E+01
1.7734E-02,-1.501E+01
1.7734E-02,-1.423E+01
1.7755E-02,-1.497E+01
1.7755E-02,-1.418E+01
1.7777E-02,-1.492E+01
1.7777E-02,-1.409E+01
1.7798E-02,-1.477E+01
1.7798E-02,-1.399E+01
1.7820E-02,-1.467E+01
1.7820E-02,-1.389E+01
1.7842E-02,-1.462E+01
1.7842E-02,-1.379E+01
1.7863E-02,-1.448E+01
1.7863E-02,-1.365E+01
1.7885E-02,-1.443E+01
1.7885E-02,-1.355E+01
1.7906E-02,-1.428E+01
1.7906E-02,-1.345E+01
1.7928E-02,-1.423E+01
1.7928E-02,-1.331E+01
1.7950E-02,-1.404E+01
1.7950E-02,-1.316E+01
1.7971E-02,-1.394E+01
1.7971E-02,-1.306E+01
1.7993E-02,-1.384E+01
1.7993E-02,-1.292E+01
1.8014E-02,-1.365E+01
1.8014E-02,-1.277E+01
1.8036E-02,-1.350E+01
1.8036E-02,-1.262E+01
1.8058E-02,-1.335E+01
1.8058E-02,-1.252E+01
1.8079E-02,-1.335E+01
1.8079E-02,-1.238E+01
1.8101E-02,-1.306E+01
1.8101E-02,-1.223E+01
1.8122E-02,-1.296E+01
1.8122E-02,-1.213E+01
1.8144E-02,-1.282E+01
1.8144E-02,-1.199E+01
1.8166E-02,-1.267E+01
1.8166E-02,-1.184E+01
1.8187E-02,-1.252E+01
1.8187E-02,-1.169E+01
1.8209E-02,-1.238E+01
1.8209E-02,-1.155E+01
1.8230E-02,-1.228E+01
1.8230E-02,-1.145E+01
1.8252E-02,-1.218E+01
1.8252E-02,-1.130E+01
1.8274E-02,-1.208E+01
1.8274E-02,-1.116E+01
1.8295E-02,-1.189E+01
1.8295E-02,-1.101E+01
1.8317E-02,-1.179E+01
1.8317E-02,-1.101E+01
1.8338E-02,-1.174E+01
1.8338E-02,-1.086E+01
1.8360E-02,-1.160E+01
1.8360E-02,-1.077E+01
1.8382E-02,-1.145E+01
1.8382E-02,-1.067E+01
1.8403E-02,-1.135E+01
1.8403E-02,-1.057E+01
1.8425E-02,-1.125E+01
1.8425E-02,-1.047E+01
1.8446E-02,-1.116E+01
1.8446E-02,-1.038E+01
1.8468E-02,-1.101E+01
1.8468E-02,-1.023E+01
1.8490E-02,-1.101E+01
1.8490E-02,-1.013E+01
1.8511E-02,-1.086E+01
1.8511E-02,-1.008E+01
1.8533E-02,-1.072E+01
1.8533E-02,-9.937E+00
1.8554E-02,-1.062E+01
1.8554E-02,-9.839E+00
1.8576E-02,-1.052E+01
1.8576E-02,-9.692E+00
1.8598E-02,-1.042E+01
1.8598E-02,-9.595E+00
1.8619E-02,-1.033E+01
1.8619E-02,-9.497E+00
1.8641E-02,-1.018E+01
1.8641E-02,-9.351E+00
1.8662E-02,-1.003E+01
1.8662E-02,-9.253E+00
1.8684E-02,-9.985E+00
1.8684E-02,-9.155E+00
1.8706E-02,-9.839E+00
1.8706E-02,-9.009E+00
1.8727E-02,-9.741E+00
1.8727E-02,-8.862E+00
1.8749E-02,-9.644E+00
1.8749E-02,-8.813E+00
1.8770E-02,-9.546E+00
1.8770E-02,-8.667E+00
1.8792E-02,-9.399E+00
1.8792E-02,-8.618E+00
1.8814E-02,-9.302E+00
1.8814E-02,-8.472E+00
1.8835E-02,-9.253E+00
1.8835E-02,-8.423E+00
1.8857E-02,-9.106E+00
1.8857E-02,-8.228E+00
1.8878E-02,-9.009E+00
1.8878E-02,-8.130E+00
1.8900E-02,-8.765E+00
1.8900E-02,-7.983E+00
1.8922E-02,-8.667E+00
1.8922E-02,-7.837E+00
1.8943E-02,-8.569E+00
1.8943E-02,-7.690E+00
1.8965E-02,-8.423E+00
1.8965E-02,-7.544E+00
1.8986E-02,-8.325E+00
1.8986E-02,-7.446E+00
1.9008E-02,-8.179E+00
1.9008E-02,-7.300E+00
1.9030E-02,-8.032E+00
1.9030E-02,-7.104E+00
1.9051E-02,-7.837E+00
1.9051E-02,-6.958E+00
1.9073E-02,-7.690E+00
1.9073E-02,-6.860E+00
1.9094E-02,-7.642E+00
1.9094E-02,-6.665E+00
1.9116E-02,-7.446E+00
1.9116E-02,-6.665E+00
1.9138E-02,-7.300E+00
1.9138E-02,-6.470E+00
1.9159E-02,-7.153E+00
1.9159E-02,-6.323E+00
1.9181E-02,-7.056E+00
1.9181E-02,-6.177E+00
1.9202E-02,-6.958E+00
1.9202E-02,-5.981E+00
1.9224E-02,-6.763E+00
1.9224E-02,-5.835E+00
1.9246E-02,-6.567E+00
1.9246E-02,-5.737E+00
1.9267E-02,-6.421E+00
1.9267E-02,-5.542E+00
1.9289E-02,-6.274E+00
1.9289E-02,-5.396E+00
1.9310E-02,-6.079E+00
1.9310E-02,-5.200E+00
1.9332E-02,-5.981E+00
1.9332E-02,-5.005E+00
1.9354E-02,-5.737E+00
1.9354E-02,-4.858E+00
1.9375E-02,-5.542E+00
1.9375E-02,-4.663E+00
1.9397E-02,-5.444E+00
1.9397E-02,-4.419E+00
1.9418E-02,-5.249E+00
1.9418E-02,-4.224E+00
1.9440E-02,-5.005E+00
1.9440E-02,-4.126E+00
1.9462E-02,-4.810E+00
1.9462E-02,-3.833E+00
1.9483E-02,-4.614E+00
1.9483E-02,-3.638E+00
1.9505E-02,-4.419E+00
1.9505E-02,-3.442E+00
1.9526E-02,-4.272E+00
1.9526E-02,-3.296E+00
1.9548E-02,-4.028E+00
1.9548E-02,-3.101E+00
1.9570E-02,-3.833E+00
1.9570E-02,-2.856E+00
1.9591E-02,-3.638E+00
1.9591E-02,-2.710E+00
1.9613E-02,-3.491E+00
1.9613E-02,-2.515E+00
1.9634E-02,-3.345E+00
1.9634E-02,-2.319E+00
1.9656E-02,-3.003E+00
1.9656E-02,-2.124E+00
1.9678E-02,-2.856E+00
1.9678E-02,-1.978E+00
1.9699E-02,-2.710E+00
1.9699E-02,-1.782E+00
1.9721E-02,-2.515E+00
1.9721E-02,-1.587E+00
1.9742E-02,-2.319E+00
1.9742E-02,-1.440E+00
1.9764E-02,-2.124E+00
1.9764E-02,-1.294E+00
1.9786E-02,-1.929E+00
1.9786E-02,-1.099E+00
1.9807E-02,-1.782E+00
1.9807E-02,-9.033E-01
1.9829E-02,-1.636E+00
1.9829E-02,-7.568E-01
1.9850E-02,-1.440E+00
1.9850E-02,-5.615E-01
1.9872E-02,-1.392E+00
1.9872E-02,-3.662E-01
1.9894E-02,-1.196E+00
1.9894E-02,-2.197E-01
1.9915E-02,-1.050E+00
1.9915E-02,-1.221E-01
1.9937E-02,-9.033E-01
1.9937E-02,-2.441E-02
1.9958E-02,-7.080E-01
1.9958E-02,1.709E-01
1.9980E-02,-6.104E-01
1.9980E-02,2.686E-01
2.0002E-02,-5.127E-01
2.0002E-02,4.150E-01
2.0023E-02,-3.662E-01
2.0023E-02,5.127E-01
2.0045E-02,-2.686E-01
2.0045E-02,6.104E-01
2.0066E-02,-1.221E-01
2.0066E-02,8.057E-01
2.0088E-02,2.441E-02
2.0088E-02,8.545E-01
2.0110E-02,7.324E-02
2.0110E-02,9.521E-01
2.0131E-02,1.709E-01
2.0131E-02,1.099E+00
2.0153E-02,2.686E-01
2.0153E-02,1.196E+00
2.0174E-02,3.662E-01
2.0174E-02,1.196E+00
2.0196E-02,5.127E-01
2.0196E-02,1.343E+00
2.0218E-02,5.615E-01
2.0218E-02,1.392E+00
2.0239E-02,6.592E-01
2.0239E-02,1.489E+00
2.0261E-02,8.057E-01
2.0261E-02,1.685E+00
2.0282E-02,9.033E-01
2.0282E-02,1.733E+00
2.0304E-02,1.001E+00
2.0304E-02,1.782E+00
2.0326E-02,1.001E+00
2.0326E-02,1.929E+00
2.0347E-02,1.099E+00
2.0347E-02,1.929E+00
2.0369E-02,1.245E+00
2.0369E-02,2.075E+00
2.0390E-02,1.294E+00
2.0390E-02,2.075E+00
2.0412E-02,1.392E+00
2.0412E-02,2.222E+00
2.0434E-02,1.489E+00
2.0434E-02,2.271E+00
2.0455E-02,1.538E+00
2.0455E-02,2.319E+00
2.0477E-02,1.636E+00
2.0477E-02,2.417E+00
2.0498E-02,1.733E+00
2.0498E-02,2.515E+00
2.0520E-02,1.782E+00
2.0520E-02,2.563E+00
2.0542E-02,1.831E+00
2.0542E-02,2.661E+00
2.0563E-02,1.978E+00
2.0563E-02,2.759E+00
2.0585E-02,2.026E+00
2.0585E-02,2.808E+00
2.0606E-02,2.124E+00
2.0606E-02,2.954E+00
2.0628E-02,2.222E+00
2.0628E-02,2.954E+00
2.0650E-02,2.319E+00
2.0650E-02,3.052E+00
2.0671E-02,2.417E+00
2.0671E-02,3.198E+00
2.0693E-02,2.417E+00
2.0693E-02,3.296E+00
2.0714E-02,2.612E+00
2.0714E-02,3.394E+00
2.0736E-02,2.710E+00
2.0736E-02,3.491E+00
2.0758E-02,2.808E+00
2.0758E-02,3.589E+00
2.0779E-02,2.905E+00
2.0779E-02,3.735E+00
2.0801E-02,3.052E+00
2.0801E-02,3.833E+00
2.0822E-02,3.101E+00
2.0822E-02,3.931E+00
2.0844E-02,3.247E+00
2.0844E-02,4.077E+00
2.0866E-02,3.394E+00
2.0866E-02,4.175E+00
2.0887E-02,3.491E+00
2.0887E-02,4.272E+00
2.0909E-02,3.589E+00
2.0909E-02,4.565E+00
2.0930E-02,3.735E+00
2.0930E-02,4.565E+00
2.0952E-02,3.833E+00
2.0952E-02,4.712E+00
2.0974E-02,4.028E+00
2.0974E-02,4.810E+00
2.0995E-02,4.126E+00
2.0995E-02,5.005E+00
2.1017E-02,4.272E+00
2.1017E-02,5.103E+00
2.1038E-02,4.419E+00
2.1038E-02,5.200E+00
2.1060E-02,4.517E+00
2.1060E-02,5.347E+00
2.1082E-02,4.663E+00
2.1082E-02,5.493E+00
2.1103E-02,4.712E+00
2.1103E-02,5.688E+00
2.1125E-02,4.907E+00
2.1125E-02,5.737E+00
2.1146E-02,5.054E+00
2.1146E-02,5.884E+00
2.1168E-02,5.200E+00
2.1168E-02,6.030E+00
2.1190E-02,5.347E+00
2.1190E-02,6.177E+00
2.1211E-02,5.444E+00
2.1211E-02,6.323E+00
2.1233E-02,5.591E+00
2.1233E-02,6.519E+00
2.1254E-02,5.737E+00
2.1254E-02,6.714E+00
2.1276E-02,5.933E+00
2.1276E-02,6.812E+00
2.1298E-02,6.079E+00
2.1298E-02,7.056E+00
2.1319E-02,6.274E+00
2.1319E-02,7.153E+00
2.1341E-02,6.421E+00
2.1341E-02,7.349E+00
2.1362E-02,6.616E+00
2.1362E-02,7.495E+00
2.1384E-02,6.812E+00
2.1384E-02,7.690E+00
2.1406E-02,7.007E+00
2.1406E-02,7.886E+00
2.1427E-02,7.104E+00
2.1427E-02,8.081E+00
2.1449E-02,7.349E+00
2.1449E-02,8.228E+00
2.1470E-02,7.495E+00
2.1470E-02,8.472E+00
2.1492E-02,7.690E+00
2.1492E-02,8.569E+00
2.1514E-02,7.886E+00
2.1514E-02,8.765E+00
2.1535E-02,7.983E+00
2.1535E-02,8.960E+00
2.1557E-02,8.179E+00
2.1557E-02,9.106E+00
2.1578E-02,8.325E+00
2.1578E-02,9.253E+00
2.1600E-02,8.521E+00
2.1600E-02,9.399E+00
2.1622E-02,8.716E+00
2.1622E-02,9.595E+00
2.1643E-02,8.813E+00
2.1643E-02,9.692E+00
2.1665E-02,8.960E+00
2.1665E-02,9.839E+00
2.1686E-02,9.155E+00
2.1686E-02,1.008E+01
2.1708E-02,9.253E+00
2.1708E-02,1.018E+01
2.1730E-02,9.399E+00
2.1730E-02,1.038E+01
2.1751E-02,9.595E+00
2.1751E-02,1.047E+01
2.1773E-02,9.741E+00
2.1773E-02,1.052E+01
2.1794E-02,9.888E+00
2.1794E-02,1.072E+01
2.1816E-02,9.937E+00
2.1816E-02,1.082E+01
2.1838E-02,1.013E+01
2.1838E-02,1.101E+01
2.1859E-02,1.028E+01
2.1859E-02,1.111E+01
2.1881E-02,1.042E+01
2.1881E-02,1.125E+01
2.1902E-02,1.052E+01
2.1902E-02,1.135E+01
2.1924E-02,1.067E+01
2.1924E-02,1.145E+01
2.1946E-02,1.077E+01
2.1946E-02,1.160E+01
2.1967E-02,1.082E+01
2.1967E-02,1.174E+01
2.1989E-02,1.101E+01
2.1989E-02,1.179E+01
2.2010E-02,1.116E+01
2.2010E-02,1.194E+01
2.2032E-02,1.125E+01
2.2032E-02,1.199E+01
2.2054E-02,1.125E+01
2.2054E-02,1.213E+01
2.2075E-02,1.140E+01
2.2075E-02,1.218E+01
2.2097E-02,1.155E+01
2.2097E-02,1.223E+01
2.2118E-02,1.160E+01
2.2118E-02,1.233E+01
2.2140E-02,1.165E+01
2.2140E-02,1.243E+01
2.2162E-02,1.174E+01
2.2162E-02,1.248E+01
2.2183E-02,1.179E+01
2.2183E-02,1.248E+01
2.2205E-02,1.184E+01
2.2205E-02,1.262E+01
2.2226E-02,1.189E+01
2.2226E-02,1.262E+01
2.2248E-02,1.199E+01
2.2248E-02,1.267E+01
2.2270E-02,1.208E+01
2.2270E-02,1.277E+01
2.2291E-02,1.213E+01
2.2291E-02,1.287E+01
2.2313E-02,1.218E+01
2.2313E-02,1.287E+01
2.2334E-02,1.223E+01
2.2334E-02,1.296E+01
2.2356E-02,1.228E+01
2.2356E-02,1.301E+01
2.2378E-02,1.238E+01
2.2378E-02,1.306E+01
2.2399E-02,1.243E+01
2.2399E-02,1.316E+01
2.2421E-02,1.243E+01
2.2421E-02,1.321E+01
2.2442E-02,1.248E+01
2.2442E-02,1.321E+01
2.2464E-02,1.257E+01
2.2464E-02,1.331E+01
2.2486E-02,1.262E+01
2.2486E-02,1.335E+01
2.2507E-02,1.272E+01
2.2507E-02,1.340E+01
2.2529E-02,1.277E+01
2.2529E-02,1.350E+01
2.2550E-02,1.282E+01
2.2550E-02,1.355E+01
2.2572E-02,1.292E+01
2.2572E-02,1.360E+01
2.2594E-02,1.296E+01
2.2594E-02,1.370E+01
2.2615E-02,1.301E+01
2.2615E-02,1.379E+01
2.2637E-02,1.311E+01
2.2637E-02,1.389E+01
2.2658E-02,1.326E+01
2.2658E-02,1.394E+01
2.2680E-02,1.331E+01
2.2680E-02,1.409E+01
2.2702E-02,1.340E+01
2.2702E-02,1.423E+01
2.2723E-02,1.350E+01
2.2723E-02,1.428E+01
2.2745E-02,1.365E+01
2.2745E-02,1.443E+01
2.2766E-02,1.370E+01
2.2766E-02,1.458E+01
2.2788E-02,1.384E+01
2.2788E-02,1.467E+01
2.2810E-02,1.399E+01
2.2810E-02,1.477E+01
2.2831E-02,1.409E+01
2.2831E-02,1.492E+01
2.2853E-02,1.423E+01
2.2853E-02,1.501E+01
2.2874E-02,1.433E+01
2.2874E-02,1.516E+01
2.2896E-02,1.448E+01
2.2896E-02,1.531E+01
2.2918E-02,1.462E+01
2.2918E-02,1.545E+01
2.2939E-02,1.467E+01
2.2939E-02,1.550E+01
2.2961E-02,1.487E+01
2.2961E-02,1.565E+01
2.2982E-02,1.492E+01
2.2982E-02,1.575E+01
2.3004E-02,1.506E+01
2.3004E-02,1.589E+01
2.3026E-02,1.521E+01
2.3026E-02,1.599E+01
2.3047E-02,1.531E+01
2.3047E-02,1.609E+01
2.3069E-02,1.541E+01
2.3069E-02,1.619E+01
2.3090E-02,1.555E+01
2.3090E-02,1.628E+01
2.3112E-02,1.560E+01
2.3112E-02,1.643E+01
2.3134E-02,1.570E+01
2.3134E-02,1.648E+01
2.3155E-02,1.580E+01
2.3155E-02,1.658E+01
2.3177E-02,1.594E+01
2.3177E-02,1.663E+01
2.3198E-02,1.599E+01
2.3198E-02,1.677E+01
2.3220E-02,1.604E+01
2.3220E-02,1.682E+01
2.3242E-02,1.614E+01
2.3242E-02,1.697E+01
2.3263E-02,1.628E+01
2.3263E-02,1.702E+01
2.3285E-02,1.638E+01
2.3285E-02,1.726E+01
2.3306E-02,1.648E+01
2.3306E-02,1.731E+01
2.3328E-02,1.658E+01
2.3328E-02,1.750E+01
2.3350E-02,1.667E+01
2.3350E-02,1.760E+01
2.3371E-02,1.687E+01
2.3371E-02,1.770E+01
2.3393E-02,1.702E+01
2.3393E-02,1.785E+01
2.3414E-02,1.711E+01
2.3414E-02,1.790E+01
2.3436E-02,1.721E+01
2.3436E-02,1.809E+01
2.3458E-02,1.736E+01
2.3458E-02,1.814E+01
2.3479E-02,1.746E+01
2.3479E-02,1.824E+01
2.3501E-02,1.755E+01
2.3501E-02,1.838E+01
2.3522E-02,1.770E+01
2.3522E-02,1.853E+01
2.3544E-02,1.780E+01
2.3544E-02,1.858E+01
2.3566E-02,1.794E+01
2.3566E-02,1.873E+01
2.3587E-02,1.804E+01
2.3587E-02,1.882E+01
2.3609E-02,1.814E+01
2.3609E-02,1.892E+01
2.3630E-02,1.819E+01
2.3630E-02,1.897E+01
2.3652E-02,1.833E+01
